# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       3.256901884554e+11       7.125682600638e-21       1.423099092790e-06       2.288597432249e+17       1.416504541102e+04       4.349239219686e-08       4.613416309407e+15       8.216268869438e-07       3.095977343225e+34       8.468891004197e+25       4.627292570285e+26       3.492914243310e-08       2.141700808928e+34       5.237678206895e+34       6.341903535429e-05       1.746121438438e-01 
       3.234262050202e+11       7.225791315320e-21       1.433061697753e-06       2.256890379392e+17       1.416504541101e+04       4.379683894222e-08       4.581346881235e+15       8.273782751344e-07       3.010786025393e+34       8.293505400810e+25       4.531464143743e+26       3.492914243310e-08       2.082768105589e+34       5.093554184590e+34       6.349628144340e-05       1.743997204017e-01 
       3.211779593050e+11       7.327306457331e-21       1.443093424314e-06       2.225622607462e+17       1.416504541100e+04       4.410341681479e-08       4.549500378581e+15       8.331699230421e-07       2.927938898048e+34       8.121751927045e+25       4.437620265875e+26       3.492914243310e-08       2.025457040299e+34       4.953395990846e+34       6.357352753254e-05       1.741878131778e-01 
       3.189453419116e+11       7.430247785568e-21       1.453194272472e-06       2.194788030503e+17       1.416504541099e+04       4.441214073246e-08       4.517875251814e+15       8.390021124849e-07       2.847371456623e+34       7.953555363696e+25       4.345719837880e+26       3.492914243310e-08       1.969722990807e+34       4.817094498841e+34       6.365077362174e-05       1.739764202925e-01 
       3.167282442021e+11       7.534635336522e-21       1.463366061216e-06       2.164380646877e+17       1.416504541098e+04       4.472302571756e-08       4.486469962076e+15       8.448751272535e-07       2.769020971508e+34       7.788842049304e+25       4.255722612088e+26       3.492914243310e-08       1.915522562720e+34       4.684543584575e+34       6.372801971098e-05       1.737655398756e-01 
       3.145265582940e+11       7.640489428175e-21       1.473610609537e-06       2.134394538092e+17       1.416504541097e+04       4.503608689756e-08       4.455282981204e+15       8.507892531253e-07       2.692826439213e+34       7.627539847891e+25       4.167589174333e+26       3.492914243310e-08       1.862813555721e+34       4.555640044237e+34       6.380526580026e-05       1.735551700659e-01 
       3.123401770546e+11       7.747830663958e-21       1.483926098444e-06       2.104823867656e+17       1.416504541096e+04       4.535133950582e-08       4.424312791658e+15       8.567447778778e-07       2.618728534863e+34       7.469578117375e+25       4.081280926696e+26       3.492914243310e-08       1.811554930708e+34       4.430283513853e+34       6.388251188960e-05       1.733453090109e-01 
       3.101689940959e+11       7.856679936758e-21       1.494312527939e-06       2.075662879935e+17       1.416504541094e+04       4.566879888233e-08       4.393557886449e+15       8.627419913034e-07       2.546669566015e+34       7.314887678625e+25       3.996760070592e+26       3.492914243310e-08       1.761706777843e+34       4.308376391140e+34       6.395975797898e-05       1.731359548676e-01 
       3.080129037694e+11       7.967058432988e-21       1.504773535999e-06       2.046905899039e+17       1.416504541093e+04       4.598848047448e-08       4.363016769062e+15       8.687811852227e-07       2.476593427737e+34       7.163400785172e+25       3.913989590228e+26       3.492914243310e-08       1.713230285479e+34       4.189823759519e+34       6.403700406841e-05       1.729271058013e-01 
       3.058718011613e+11       8.078987636706e-21       1.515307303634e-06       2.018547327710e+17       1.416504541092e+04       4.631039983777e-08       4.332687953384e+15       8.748626534991e-07       2.408445558921e+34       7.015051093532e+25       3.832933236380e+26       3.492914243310e-08       1.666087709941e+34       4.074533314206e+34       6.411425015789e-05       1.727187599867e-01 
       3.037455820866e+11       8.192489333804e-21       1.525913830847e-06       1.990581646240e+17       1.416504541091e+04       4.663457263661e-08       4.302569963635e+15       8.809866920532e-07       2.342172899808e+34       6.869773634155e+25       3.753555510528e+26       3.492914243310e-08       1.620242346135e+34       3.962415290349e+34       6.419149624742e-05       1.725109156068e-01 
       3.016341430850e+11       8.307585616240e-21       1.536594936624e-06       1.963003411391e+17       1.416504541090e+04       4.696101464503e-08       4.272661334291e+15       8.871535988769e-07       2.277723850670e+34       6.727504782972e+25       3.675821649302e+26       3.492914243310e-08       1.575658498978e+34       3.853382393134e+34       6.426874233700e-05       1.723035708536e-01 
       2.995373814150e+11       8.424298886343e-21       1.547350620967e-06       1.935807255338e+17       1.416504541089e+04       4.728974174752e-08       4.242960610017e+15       8.933636740480e-07       2.215048231638e+34       6.588182233531e+25       3.599697609261e+26       3.492914243310e-08       1.532301455596e+34       3.747349729819e+34       6.434598842662e-05       1.720967239278e-01 
       2.974551950496e+11       8.542651861173e-21       1.558182702865e-06       1.908987884623e+17       1.416504541088e+04       4.762076993972e-08       4.213466345594e+15       8.996172197451e-07       2.154097243632e+34       6.451744969705e+25       3.525150051984e+26       3.492914243310e-08       1.490137458303e+34       3.644234743639e+34       6.442323451630e-05       1.718903730386e-01 
       2.953874826709e+11       8.662667576941e-21       1.569089363329e-06       1.882540079128e+17       1.416504541087e+04       4.795411532927e-08       4.184177105850e+15       9.059145402617e-07       2.094823430365e+34       6.318133238978e+25       3.452146329467e+26       3.492914243310e-08       1.449133678317e+34       3.543957149522e+34       6.450048060603e-05       1.716845164038e-01 
       2.933341436652e+11       8.784369393496e-21       1.580074240337e-06       1.856458691052e+17       1.416504541086e+04       4.828979413655e-08       4.155091465587e+15       9.122559420217e-07       2.037180641393e+34       6.187288526270e+25       3.380654469828e+26       3.492914243310e-08       1.409258190197e+34       3.446438871584e+34       6.457772669581e-05       1.714791522499e-01 
       2.912950781183e+11       8.907780998867e-21       1.591133695911e-06       1.830738643919e+17       1.416504541085e+04       4.862782269547e-08       4.126208009516e+15       9.186417335937e-07       1.981123996185e+34       6.059153528315e+25       3.310643163301e+26       3.492914243310e-08       1.370479946987e+34       3.351603982338e+34       6.465497278564e-05       1.712742788116e-01 
       2.892701868106e+11       9.032926413876e-21       1.602271368029e-06       1.805374931580e+17       1.416504541084e+04       4.896821745431e-08       4.097525332187e+15       9.250722257063e-07       1.926609849177e+34       5.933672128560e+25       3.242081748530e+26       3.492914243310e-08       1.332768756044e+34       3.259378643576e+34       6.473221887553e-05       1.710698943323e-01 
       2.872593712120e+11       9.159829996816e-21       1.613487256691e-06       1.780362617244e+17       1.416504541083e+04       4.931099497645e-08       4.069042037918e+15       9.315477312634e-07       1.873595755790e+34       5.810789372594e+25       3.174940199133e+26       3.492914243310e-08       1.296095255529e+34       3.169691048879e+34       6.480946496546e-05       1.708659970635e-01 
       2.852625334776e+11       9.288516448187e-21       1.624783180887e-06       1.755696832517e+17       1.416504541081e+04       4.965617194126e-08       4.040756740729e+15       9.380685653592e-07       1.822040439383e+34       5.690451444079e+25       3.109189110558e+26       3.492914243310e-08       1.260430891545e+34       3.082471367710e+34       6.488671105545e-05       1.706625852653e-01 
       2.832795764425e+11       9.419010815508e-21       1.636155502638e-06       1.731372776453e+17       1.416504541080e+04       5.000376514481e-08       4.012668064275e+15       9.446350452932e-07       1.771903759115e+34       5.572605641179e+25       3.044799687205e+26       3.492914243310e-08       1.225747895909e+34       2.997651691044e+34       6.496395714549e-05       1.704596572059e-01 
       2.813104036171e+11       9.551338498190e-21       1.647609678912e-06       1.707385714621e+17       1.416504541079e+04       5.035379150079e-08       3.984774641779e+15       9.512474905865e-07       1.723146678692e+34       5.457200353482e+25       2.981743729812e+26       3.492914243310e-08       1.192019264525e+34       2.915165978492e+34       6.504120323559e-05       1.702572111617e-01 
       2.793549191828e+11       9.685525252480e-21       1.659142071730e-06       1.683730978180e+17       1.416504541078e+04       5.070626804127e-08       3.957075115963e+15       9.579062229965e-07       1.675731235974e+34       5.344185039396e+25       2.919993623105e+26       3.492914243310e-08       1.159218736366e+34       2.834950006884e+34       6.511844932574e-05       1.700552454175e-01 
       2.774130279868e+11       9.821597196476e-21       1.670756319072e-06       1.660403962976e+17       1.416504541077e+04       5.106121191752e-08       3.929568138987e+15       9.646115665330e-07       1.629620513414e+34       5.233510204015e+25       2.859522323708e+26       3.492914243310e-08       1.127320773023e+34       2.756941320266e+34       6.519569541595e-05       1.698537582659e-01 
       2.754846355380e+11       9.959580815207e-21       1.682452420937e-06       1.637400128639e+17       1.416504541076e+04       5.141864040091e-08       3.902252372376e+15       9.713638474739e-07       1.584778609320e+34       5.125127377443e+25       2.800303348296e+26       3.492914243310e-08       1.096300538820e+34       2.681079181268e+34       6.527294150621e-05       1.696527480079e-01 
       2.735696480020e+11       1.009950296579e-20       1.694228558335e-06       1.614714997707e+17       1.416504541074e+04       5.177857088368e-08       3.875126486964e+15       9.781633943810e-07       1.541170609896e+34       5.018989093566e+25       2.742310761998e+26       3.492914243310e-08       1.066133881481e+34       2.607304523820e+34       6.535018759652e-05       1.694522129524e-01 
       2.716679721965e+11       1.024139088266e-20       1.706088369247e-06       1.592344154747e+17       1.416504541073e+04       5.214102087983e-08       3.848189162820e+15       9.850105381162e-07       1.498762562063e+34       4.915048869264e+25       2.685519167039e+26       3.492914243310e-08       1.036797313322e+34       2.535559907156e+34       6.542743368689e-05       1.692521514162e-01 
       2.697795155874e+11       1.038527218287e-20       1.718030034681e-06       1.570283245500e+17       1.416504541072e+04       5.250600802595e-08       3.821439089192e+15       9.919056118571e-07       1.457521447022e+34       4.813261184054e+25       2.629903691614e+26       3.492914243310e-08       1.008267992964e+34       2.465789471098e+34       6.550467977732e-05       1.690525617241e-01 
       2.679041862834e+11       1.053117487146e-20       1.730057192617e-06       1.548527976034e+17       1.416504541071e+04       5.287355008210e-08       3.794874964437e+15       9.988489511139e-07       1.417415154541e+34       4.713581460155e+25       2.575439979001e+26       3.492914243310e-08       9.805237075494e+33       2.397938892559e+34       6.558192586781e-05       1.688534422089e-01 
       2.660418930321e+11       1.067912734692e-20       1.742168024066e-06       1.527074111904e+17       1.416504541070e+04       5.324366493263e-08       3.768495495961e+15       1.005840893745e-06       1.378412457963e+34       4.615966042966e+25       2.522104176889e+26       3.492914243310e-08       9.535428554466e+33       2.331955343247e+34       6.565917195835e-05       1.686547912111e-01 
       2.641925452155e+11       1.082915840670e-20       1.754362529027e-06       1.505917477333e+17       1.416504541068e+04       5.361637058712e-08       3.742299400156e+15       1.012881779974e-06       1.340482989885e+34       4.520372181944e+25       2.469872926936e+26       3.492914243310e-08       9.273044294315e+33       2.267787448536e+34       6.573641804895e-05       1.684566070791e-01 
       2.623560528456e+11       1.098129725283e-20       1.766642526491e-06       1.485053954395e+17       1.416504541067e+04       5.399168518120e-08       3.716285402336e+15       1.019971952407e-06       1.303597218519e+34       4.426758011887e+25       2.418723354534e+26       3.492914243310e-08       9.017880003312e+33       2.205385247464e+34       6.581366413961e-05       1.682588881690e-01 
       2.605323265596e+11       1.113557349760e-20       1.779009835445e-06       1.464479482216e+17       1.416504541066e+04       5.436962697743e-08       3.690452236676e+15       1.027111756046e-06       1.267726424693e+34       4.335082534593e+25       2.368633058797e+26       3.492914243310e-08       8.769737011177e+33       2.144700153832e+34       6.589091023032e-05       1.680616328446e-01 
       2.587212776162e+11       1.129201716933e-20       1.791462636902e-06       1.444190056183e+17       1.416504541065e+04       5.475021436623e-08       3.664798646149e+15       1.034301538310e-06       1.232842679498e+34       4.245305600908e+25       2.319580102748e+26       3.492914243310e-08       8.528422114395e+33       2.085684918379e+34       6.596815632110e-05       1.678648394774e-01 
       2.569228178909e+11       1.145065871819e-20       1.804002749850e-06       1.424181727164e+17       1.416504541064e+04       5.513346586675e-08       3.639323382468e+15       1.041541649050e-06       1.198918822537e+34       4.157387893146e+25       2.271543003708e+26       3.492914243310e-08       8.293747425789e+33       2.028293591989e+34       6.604540241194e-05       1.676685064466e-01 
       2.551368598718e+11       1.161152902217e-20       1.816630174289e-06       1.404450600740e+17       1.416504541062e+04       5.551940012778e-08       3.614025206022e+15       1.048832440564e-06       1.165928440780e+34       4.071290907862e+25       2.224500723895e+26       3.492914243310e-08       8.065530228234e+33       1.972481489920e+34       6.612264850283e-05       1.674726321387e-01 
       2.533633166552e+11       1.177465939304e-20       1.829346729210e-06       1.384992836446e+17       1.416504541061e+04       5.590803592863e-08       3.588902885817e+15       1.056174267619e-06       1.133845847997e+34       3.986976938998e+25       2.178432661205e+26       3.492914243310e-08       7.843592832387e+33       1.918205157007e+34       6.619989459379e-05       1.672772149481e-01 
       2.516021019415e+11       1.194008158248e-20       1.842152414611e-06       1.365804647025e+17       1.416504541060e+04       5.629939218009e-08       3.563955199417e+15       1.063567487462e-06       1.102646064762e+34       3.904409061363e+25       2.133318640191e+26       3.492914243310e-08       7.627762438347e+33       1.865422333834e+34       6.627714068481e-05       1.670822532763e-01 
       2.498531300312e+11       1.210782778825e-20       1.855047230492e-06       1.346882297689e+17       1.416504541058e+04       5.669348792531e-08       3.539180932883e+15       1.071012459844e-06       1.072304799002e+34       3.823551114466e+25       2.089138903229e+26       3.492914243310e-08       7.417871001107e+33       1.814091923827e+34       6.635438677589e-05       1.668877455326e-01 
       2.481163158205e+11       1.227793066046e-20       1.868032995844e-06       1.328222105394e+17       1.416504541057e+04       5.709034234074e-08       3.514578880715e+15       1.078509547033e-06       1.042798427082e+34       3.744367686676e+25       2.045874101861e+26       3.492914243310e-08       7.213755099719e+33       1.764173961257e+34       6.643163286704e-05       1.666936901334e-01 
       2.463915747968e+11       1.245042330792e-20       1.881109710666e-06       1.309820438122e+17       1.416504541056e+04       5.748997473708e-08       3.490147845790e+15       1.086059113831e-06       1.014103975415e+34       3.666824099717e+25       2.003505288325e+26       3.492914243310e-08       7.015255810050e+33       1.715629580122e+34       6.650887895824e-05       1.665000855027e-01 
       2.446788230355e+11       1.262533930457e-20       1.894277374959e-06       1.291673714174e+17       1.416504541054e+04       5.789240456020e-08       3.465886639311e+15       1.093661527596e-06       9.861991025734e+33       3.590886393478e+25       1.962013907257e+26       3.492914243310e-08       6.822218581049e+33       1.668420983889e+34       6.658612504951e-05       1.663069300717e-01 
       2.429779771951e+11       1.280271269605e-20       1.907537807710e-06       1.273778401475e+17       1.416504541053e+04       5.829765139208e-08       3.441794080742e+15       1.101317158258e-06       9.590620818918e+33       3.516521311142e+25       1.921381787560e+26       3.492914243310e-08       6.634493114411e+33       1.622511416063e+34       6.666337114084e-05       1.661142222789e-01 
       2.412889545135e+11       1.298257800629e-20       1.920889189932e-06       1.256131016880e+17       1.416504541052e+04       5.870573495178e-08       3.417868997754e+15       1.109026378333e-06       9.326717845539e+33       3.443696284622e+25       1.881591134453e+26       3.492914243310e-08       6.451933247557e+33       1.577865131569e+34       6.674061723224e-05       1.659219605699e-01 
       2.396116728038e+11       1.316497024427e-20       1.934336978593e-06       1.238728125507e+17       1.416504541050e+04       5.911667509639e-08       3.394110226167e+15       1.116789562949e-06       9.070076631401e+33       3.372379420293e+25       1.842624521672e+26       3.492914243310e-08       6.274396839829e+33       1.534447368922e+34       6.681786332370e-05       1.657301433976e-01 
       2.379460504506e+11       1.334992491080e-20       1.947875716724e-06       1.221566340057e+17       1.416504541049e+04       5.953049182202e-08       3.370516609894e+15       1.124607089856e-06       8.820497356296e+33       3.302539485030e+25       1.804464883841e+26       3.492914243310e-08       6.101745661823e+33       1.492224323159e+34       6.689510941523e-05       1.655387692222e-01 
       2.362920064057e+11       1.353747800542e-20       1.961510861292e-06       1.204642320161e+17       1.416504541048e+04       5.994720526473e-08       3.347087000884e+15       1.132479339451e-06       8.577785698421e+33       3.234145892527e+25       1.767095508998e+26       3.492914243310e-08       5.933845287764e+33       1.451163119524e+34       6.697235550683e-05       1.653478365108e-01 
       2.346494601844e+11       1.372766603346e-20       1.975242412300e-06       1.187952771732e+17       1.416504541046e+04       6.036683570153e-08       3.323820259067e+15       1.140406694793e-06       8.341752683087e+33       3.167168689901e+25       1.730500031274e+26       3.492914243310e-08       5.770564990839e+33       1.411231787865e+34       6.704960159849e-05       1.651573437375e-01 
       2.330183318613e+11       1.392052601310e-20       1.989068550756e-06       1.171494446315e+17       1.416504541045e+04       6.078940355140e-08       3.300715252297e+15       1.148389541622e-06       8.112214535575e+33       3.101578544576e+25       1.694662423729e+26       3.492914243310e-08       5.611777641416e+33       1.372399237747e+34       6.712684769021e-05       1.649672893836e-01 
       2.313985420668e+11       1.411609548258e-20       2.002992914640e-06       1.155264140465e+17       1.416504541044e+04       6.121492937621e-08       3.277770856299e+15       1.156428268378e-06       7.888992538059e+33       3.037346731435e+25       1.659566991331e+26       3.492914243310e-08       5.457359608061e+33       1.334635234245e+34       6.720409378201e-05       1.647776719373e-01 
       2.297900119829e+11       1.431441250753e-20       2.017013684963e-06       1.139258695117e+17       1.416504541042e+04       6.164343388179e-08       3.254985954613e+15       1.164523266221e-06       7.671912890446e+33       2.974445120241e+25       1.625198364082e+26       3.492914243310e-08       5.307190661279e+33       1.297910374399e+34       6.728133987387e-05       1.645884898938e-01 
       2.281926633394e+11       1.451551568835e-20       2.031132680713e-06       1.123474994971e+17       1.416504541041e+04       6.207493791891e-08       3.232359438539e+15       1.172674929049e-06       7.460806575066e+33       2.912846163317e+25       1.591541490287e+26       3.492914243310e-08       5.161153879902e+33       1.262196064325e+34       6.735858596581e-05       1.643997417551e-01 
       2.266064184105e+11       1.471944416775e-20       2.045349901891e-06       1.107909967890e+17       1.416504541039e+04       6.250946248429e-08       3.209890207086e+15       1.180883653515e-06       7.255509225067e+33       2.852522883483e+25       1.558581629964e+26       3.492914243310e-08       5.019135560057e+33       1.227464496951e+34       6.743583205781e-05       1.642114260302e-01 
       2.250312000104e+11       1.492623763835e-20       2.059667167487e-06       1.092560584299e+17       1.416504541038e+04       6.294702872163e-08       3.187577166913e+15       1.189149839053e-06       7.055860996446e+33       2.793448862239e+25       1.526304348386e+26       3.492914243310e-08       4.881025126634e+33       1.193688630365e+34       6.751307814988e-05       1.640235412348e-01 
       2.234669314899e+11       1.513593635040e-20       2.074086296489e-06       1.077423856595e+17       1.416504541036e+04       6.338765792263e-08       3.165419232284e+15       1.197473887889e-06       6.861706443589e+33       2.735598228196e+25       1.494695509759e+26       3.492914243310e-08       4.746715047196e+33       1.160842166761e+34       6.759032424202e-05       1.638360858915e-01 
       2.219135367327e+11       1.534858111965e-20       2.088603650918e-06       1.062496838567e+17       1.416504541035e+04       6.383137152803e-08       3.143415325005e+15       1.205856205066e-06       6.672894398248e+33       2.678945645745e+25       1.463741271037e+26       3.492914243310e-08       4.616100748248e+33       1.128899531966e+34       6.766757033423e-05       1.636490585295e-01 
       2.203709401516e+11       1.556421333525e-20       2.103224687744e-06       1.047776624822e+17       1.416504541034e+04       6.427819112867e-08       3.121564374380e+15       1.214297198462e-06       6.489277851833e+33       2.623466303965e+25       1.433428075850e+26       3.492914243310e-08       4.489080533823e+33       1.097835855523e+34       6.774481642652e-05       1.634624576848e-01 
       2.188390666848e+11       1.578287496783e-20       2.117947587976e-06       1.033260350218e+17       1.416504541032e+04       6.472813846652e-08       3.099865317156e+15       1.222797278812e-06       6.310713840961e+33       2.569135905751e+25       1.403742648576e+26       3.492914243310e-08       4.365555506301e+33       1.067626951333e+34       6.782206251888e-05       1.632762819001e-01 
       2.173178417922e+11       1.600460857768e-20       2.132772351615e-06       1.018945189309e+17       1.416504541031e+04       6.518123543573e-08       3.078317097470e+15       1.231356859724e-06       6.137063336137e+33       2.515930657178e+25       1.374671988522e+26       3.492914243310e-08       4.245429489402e+33       1.038249298817e+34       6.789930861131e-05       1.630905297247e-01 
       2.158071914520e+11       1.622945732300e-20       2.147702616639e-06       1.004828355794e+17       1.416504541029e+04       6.563750408372e-08       3.056918666799e+15       1.239976357702e-06       5.968191133513e+33       2.463827257078e+25       1.346203364230e+26       3.492914243310e-08       4.128608953310e+33       1.009680024608e+34       6.797655470381e-05       1.629051997145e-01 
       2.143070421568e+11       1.645746496833e-20       2.162736564060e-06       9.909071019737e+16       1.416504541028e+04       6.609696661225e-08       3.035668983908e+15       1.248656192165e-06       5.803965749612e+33       2.412802886837e+25       1.318324307904e+26       3.492914243310e-08       4.015002941846e+33       9.818968847419e+33       6.805380079639e-05       1.627202904319e-01 
       2.128173209104e+11       1.668867589306e-20       2.177876012865e-06       9.771787182162e+16       1.416504541026e+04       6.655964537848e-08       3.014567014800e+15       1.257396785468e-06       5.644259318962e+33       2.362835200401e+25       1.291022609950e+26       3.492914243310e-08       3.904523001654e+33       9.548782473346e+33       6.813104688904e-05       1.625358004458e-01 
       2.113379552238e+11       1.692313510006e-20       2.193120963057e-06       9.636405324304e+16       1.416504541025e+04       6.702556289607e-08       2.993611732668e+15       1.266198562924e-06       5.488947494532e+33       2.313902314486e+25       1.264286313625e+26       3.492914243310e-08       3.797083113327e+33       9.286030757427e+33       6.820829298177e-05       1.623517283318e-01 
       2.098688731120e+11       1.716088822444e-20       2.208471414633e-06       9.502899095451e+16       1.416504541023e+04       6.749474183628e-08       2.972802117839e+15       1.275061952822e-06       5.337909350925e+33       2.265982799002e+25       1.238103709804e+26       3.492914243310e-08       3.692599624438e+33       9.030509121833e+33       6.828553907457e-05       1.621680726716e-01 
       2.084100030903e+11       1.740198154245e-20       2.223931005574e-06       9.371242509964e+16       1.416504541022e+04       6.796720502908e-08       2.952137157731e+15       1.283987386448e-06       5.191027290218e+33       2.219055667661e+25       1.212463331849e+26       3.492914243310e-08       3.590991184402e+33       8.782018618056e+33       6.836278516745e-05       1.619848320537e-01 
       2.069612741710e+11       1.764646198048e-20       2.239499735879e-06       9.241409942218e+16       1.416504541020e+04       6.844297546422e-08       2.931615846800e+15       1.292975298110e-06       5.048186950406e+33       2.173100368787e+25       1.187353950593e+26       3.492914243310e-08       3.492178681141e+33       8.540365772013e+33       6.844003126040e-05       1.618020050727e-01 
       2.055226158600e+11       1.789437712416e-20       2.255175786559e-06       9.113376121614e+16       1.416504541018e+04       6.892207629240e-08       2.911237186490e+15       1.302026125152e-06       4.909277116356e+33       2.128096776320e+25       1.162764569415e+26       3.492914243310e-08       3.396085179487e+33       8.305362433400e+33       6.851727735344e-05       1.616195903296e-01 
       2.040939581528e+11       1.814577522768e-20       2.270960976603e-06       8.987116127661e+16       1.416504541017e+04       6.940453082639e-08       2.891000185190e+15       1.311140307983e-06       4.774189633219e+33       2.084025180996e+25       1.138684419427e+26       3.492914243310e-08       3.302635861279e+33       8.076825629206e+33       6.859452344655e-05       1.614375864317e-01 
       2.026752315321e+11       1.840070522315e-20       2.286858943990e-06       8.862605385126e+16       1.416504541015e+04       6.989036254211e-08       2.870903858179e+15       1.320318290093e-06       4.642819322217e+33       2.040866281718e+25       1.115102954762e+26       3.492914243310e-08       3.211757967111e+33       7.854577421247e+33       6.867176953974e-05       1.612559919925e-01 
       2.012663669633e+11       1.865921673010e-20       2.302866050741e-06       8.739819659251e+16       1.416504541014e+04       7.037959507984e-08       2.850947227582e+15       1.329560518077e-06       4.515063898753e+33       1.998601177104e+25       1.092009847947e+26       3.492914243310e-08       3.123380739682e+33       7.638444767623e+33       6.874901563302e-05       1.610748056320e-01 
       1.998672958920e+11       1.892136006521e-20       2.318985934835e-06       8.618735051033e+16       1.416504541012e+04       7.087225224533e-08       2.831129322322e+15       1.338867441656e-06       4.390823892775e+33       1.957211357208e+25       1.069394985388e+26       3.492914243310e-08       3.037435368704e+33       7.428259387990e+33       6.882626172637e-05       1.608940259761e-01 
       1.984779502403e+11       1.918718625201e-20       2.335218596272e-06       8.499327992575e+16       1.416504541010e+04       7.136835801098e-08       2.811449178072e+15       1.348239513700e-06       4.270002571322e+33       1.916678695415e+25       1.047248462936e+26       3.492914243310e-08       2.953854937323e+33       7.223857632537e+33       6.890350781980e-05       1.607136516570e-01 
       1.970982624034e+11       1.945674703089e-20       2.351565854042e-06       8.381575242500e+16       1.416504541009e+04       7.186793651699e-08       2.791905837207e+15       1.357677190248e-06       4.152505863217e+33       1.876985440497e+25       1.025560581550e+26       3.492914243310e-08       2.872574370026e+33       7.025080354569e+33       6.898075391331e-05       1.605336813129e-01 
       1.957281652466e+11       1.973009486914e-20       2.368027708144e-06       8.265453881423e+16       1.416504541007e+04       7.237101207254e-08       2.772498348762e+15       1.367180930530e-06       4.038242285814e+33       1.838114208848e+25       1.004321843052e+26       3.492914243310e-08       2.793530381965e+33       6.831772786593e+33       6.905800000691e-05       1.603541135883e-01 
       1.943675921018e+11       2.000728297116e-20       2.384602339589e-06       8.150941307494e+16       1.416504541005e+04       7.287760915698e-08       2.753225768380e+15       1.376751196994e-06       3.927122873778e+33       1.800047976864e+25       9.835229459644e+25       3.492914243310e-08       2.716661429689e+33       6.643784419820e+33       6.913524610059e-05       1.601749471337e-01 
       1.930164767644e+11       2.028836528880e-20       2.401295205345e-06       8.038015231995e+16       1.416504541004e+04       7.338775242101e-08       2.734087158268e+15       1.386388455322e-06       3.819061109813e+33       1.762770073489e+25       9.631547814386e+25       3.492914243310e-08       2.641907663223e+33       6.460968886979e+33       6.921249219435e-05       1.599961806054e-01 
       1.916747534900e+11       2.057339653190e-20       2.418104486424e-06       7.926653675008e+16       1.416504541002e+04       7.390146668788e-08       2.715081587154e+15       1.396093174458e-06       3.713972857297e+33       1.726264172914e+25       9.432084292638e+25       3.492914243310e-08       2.569210879471e+33       6.283183848352e+33       6.928973828820e-05       1.598178126660e-01 
       1.903423569910e+11       2.086243217892e-20       2.435030182824e-06       7.816834961128e+16       1.416504541000e+04       7.441877695462e-08       2.696208130239e+15       1.405865826628e-06       3.611776294780e+33       1.690514287430e+25       9.236751539618e+25       3.492914243310e-08       2.498514476899e+33       6.110290880952e+33       6.936698438213e-05       1.596398419838e-01 
       1.890192224339e+11       2.115552848773e-20       2.452075932524e-06       7.708537715253e+16       1.416504540999e+04       7.493970839323e-08       2.677465869151e+15       1.415706887361e-06       3.512391852274e+33       1.655504760422e+25       9.045464009607e+25       3.492914243310e-08       2.429763411463e+33       5.942155370747e+33       6.944423047615e-05       1.594622672332e-01 
       1.877052854358e+11       2.145274250656e-20       2.469239916536e-06       7.601740858415e+16       1.416504540997e+04       7.546428635191e-08       2.658853891904e+15       1.425616835519e-06       3.415742149299e+33       1.621220259515e+25       8.858137928486e+25       3.492914243310e-08       2.362904153757e+33       5.778646407850e+33       6.952147657026e-05       1.592850870946e-01 
       1.864004820613e+11       2.175413208513e-20       2.486525772838e-06       7.496423603686e+16       1.416504540995e+04       7.599253635630e-08       2.640371292850e+15       1.435596153314e-06       3.321751934638e+33       1.587645769856e+25       8.674691257048e+25       3.492914243310e-08       2.297884647328e+33       5.619636684590e+33       6.959872266445e-05       1.591083002538e-01 
       1.851047488195e+11       2.205975588586e-20       2.503931682440e-06       7.392565452125e+16       1.416504540994e+04       7.652448411071e-08       2.622017172638e+15       1.445645326332e-06       3.230348027745e+33       1.554766587543e+25       8.495043655069e+25       3.492914243310e-08       2.234654268152e+33       5.465002396395e+33       6.967596875873e-05       1.589319054030e-01 
       1.838180226609e+11       2.236967339535e-20       2.521459464333e-06       7.290146188791e+16       1.416504540992e+04       7.706015549941e-08       2.603790638167e+15       1.455764843561e-06       3.141459261765e+33       1.522568313183e+25       8.319116446120e+25       3.492914243310e-08       2.173163785213e+33       5.314623145395e+33       6.975321485310e-05       1.587559012397e-01 
       1.825402409740e+11       2.268394493591e-20       2.539109118516e-06       7.189145878809e+16       1.416504540990e+04       7.759957658783e-08       2.585690802545e+15       1.465955197409e-06       3.055016428127e+33       1.491036845582e+25       8.146832583116e+25       3.492914243310e-08       2.113365322174e+33       5.168381846680e+33       6.983046094756e-05       1.585802864675e-01 
